rank,Uni,count,n_faculty
1,Carnegie Mellon University,2.7,2
2,Princeton University,1.8,2
2,University of Maryland - College Park,1.8,2
4,Indiana University,1.7,2
5,Univ. of Illinois at Urbana-Champaign,1.6,2
6,Georgia Institute of Technology,1.5,1
6,Purdue University,1.5,1
6,Univ. of California - Los Angeles,1.5,2
6,Université de Sherbrooke,1.5,2
10,Massachusetts Institute of Technology,1.3,1
10,Michigan State University,1.3,1
10,University of Montreal,1.3,1
13,Stony Brook University,1.2,1
13,Univ. of California - San Diego,1.2,1
13,University of Washington,1.2,1
16,Florida International University,1.1,1
16,Univ. of California - Irvine,1.1,1
16,University of Delaware,1.1,1
16,University of Illinois at Chicago,1.1,1
