rank,Uni,count,n_faculty
1,Univ. of California - Los Angeles,2.9,5
2,Univ. of California - San Diego,2.8,4
3,Princeton University,2.2,1
4,Duke University,2.1,3
5,Univ. of California - Irvine,1.8,2
5,University of Florida,1.8,3
7,Pennsylvania State University,1.7,3
7,Univ. of California - Berkeley,1.7,3
9,Massachusetts Institute of Technology,1.6,2
9,University of Connecticut,1.6,2
9,University of Toronto,1.6,2
12,University of Notre Dame,1.5,1
13,Carnegie Mellon University,1.4,2
14,Brown University,1.3,1
14,Case Western Reserve University,1.3,1
14,Colorado School of Mines,1.3,1
14,Dartmouth College,1.3,1
14,Ontario Tech University,1.3,1
14,Tufts University,1.3,2
14,Univ. of California - Riverside,1.3,1
14,Univ. of Illinois at Urbana-Champaign,1.3,1
14,University of North Carolina,1.3,1
14,University of Pittsburgh,1.3,1
24,Georgia State University,1.2,1
24,Northeastern University,1.2,1
24,University of Central Florida,1.2,1
27,Indiana University,1.1,1
