rank,Uni,count,n_faculty
1,Georgia Institute of Technology,7.3,12
2,Univ. of Illinois at Urbana-Champaign,5.8,11
3,Purdue University,5.3,10
4,Northeastern University,4.3,8
5,University of Maryland - College Park,4.0,7
5,University of Waterloo,4.0,4
7,Pennsylvania State University,3.9,11
7,Univ. of California - Riverside,3.9,5
9,Columbia University,3.7,7
9,Cornell University,3.7,7
9,Stony Brook University,3.7,6
12,Univ. of California - San Diego,3.6,10
13,George Washington University,3.5,4
13,Princeton University,3.5,3
13,University of Michigan,3.5,8
16,Arizona State University,3.3,9
16,Carnegie Mellon University,3.3,7
16,George Mason University,3.3,6
16,Univ. of California - Irvine,3.3,5
20,Duke University,3.1,3
20,Univ. of California - Berkeley,3.1,7
22,Indiana University,3.0,5
23,Johns Hopkins University,2.8,4
23,University of Virginia,2.8,6
23,Virginia Tech,2.8,5
26,Boston University,2.7,6
26,Stanford University,2.7,3
26,University of Wisconsin - Madison,2.7,6
29,Northwestern University,2.6,3
30,University of Minnesota,2.3,2
