rank,Uni,count,n_faculty
1,Carnegie Mellon University,4.8,10
2,Georgia Institute of Technology,4.6,7
3,Indiana University,4.1,5
4,Purdue University,3.9,8
5,Univ. of Illinois at Urbana-Champaign,3.8,8
6,University of Waterloo,3.7,8
7,Arizona State University,3.3,7
7,Univ. of California - Irvine,3.3,5
9,Cornell University,3.2,7
9,Univ. of California - Berkeley,3.2,6
9,University of Michigan,3.2,7
12,Ohio State University,3.1,3
12,Pennsylvania State University,3.1,9
14,George Mason University,2.8,6
14,Stony Brook University,2.8,4
16,North Carolina State University,2.5,3
16,University of Virginia,2.5,5
16,Yale University,2.5,4
19,Univ. of California - San Diego,2.4,4
20,Northwestern University,2.3,2
20,Univ. of California - Riverside,2.3,4
20,University of Maryland - College Park,2.3,4
20,University of Wisconsin - Madison,2.3,4
24,Boston University,2.2,4
24,Duke University,2.2,3
24,Johns Hopkins University,2.2,3
24,Northeastern University,2.2,4
24,Texas A&M University,2.2,3
24,Univ. of California - Santa Barbara,2.2,3
30,Binghamton University,2.1,3
30,New York University,2.1,3
30,University of Chicago,2.1,5
