rank,Uni,count,n_faculty
1,University of Pennsylvania,3.2,5
2,Massachusetts Institute of Technology,2.7,2
3,Purdue University,2.6,4
4,Univ. of Illinois at Urbana-Champaign,2.4,4
5,Univ. of California - Los Angeles,2.3,4
6,University of Utah,2.2,5
7,Ohio State University,2.0,3
7,Tufts University,2.0,2
7,University of Waterloo,2.0,2
10,Pennsylvania State University,1.9,3
10,University of Washington,1.9,3
12,Cornell University,1.8,3
12,Northwestern University,1.8,2
12,Stanford University,1.8,1
12,University of Texas at Austin,1.8,2
16,Carnegie Mellon University,1.7,2
16,Northeastern University,1.7,2
18,Princeton University,1.6,1
19,Indiana University,1.5,2
19,Stevens Institute of Technology,1.5,1
19,Univ. of California - Berkeley,1.5,2
19,University of Colorado Boulder,1.5,1
19,University of Southern California,1.5,1
24,Boston College,1.3,1
24,New York University,1.3,1
24,Simon Fraser University,1.3,1
24,Univ. of California - San Diego,1.3,1
24,Univ. of California - Santa Barbara,1.3,2
24,Univ. of California - Santa Cruz,1.3,1
24,University at Buffalo,1.3,1
24,University of Chicago,1.3,2
24,University of Georgia,1.3,1
24,University of South Carolina,1.3,1
24,Virginia Tech,1.3,1
