rank,Uni,count,n_faculty
1,Univ. of California - Los Angeles,2.7,2
1,University of Texas at Austin,2.7,2
3,Columbia University,2.3,2
4,Northeastern University,2.2,2
5,Univ. of California - San Diego,2.0,2
6,Boston University,1.7,2
6,University of Calgary,1.7,2
6,University of Massachusetts Amherst,1.7,1
9,New York University,1.6,1
10,Harvard University,1.5,2
10,Johns Hopkins University,1.5,1
10,Massachusetts Institute of Technology,1.5,1
10,Stanford University,1.5,1
10,Univ. of California - Berkeley,1.5,1
15,Brown University,1.3,1
15,CUNY,1.3,1
15,Cornell University,1.3,1
15,Florida Atlantic University,1.3,1
15,Georgia Institute of Technology,1.3,1
15,Pennsylvania State University,1.3,1
15,Portland State University,1.3,1
15,Princeton University,1.3,1
15,Stevens Institute of Technology,1.3,1
15,University of Connecticut,1.3,1
15,University of Florida,1.3,1
15,University of Michigan,1.3,1
15,University of Montreal,1.3,2
15,University of Pennsylvania,1.3,1
15,University of Virginia,1.3,1
15,Yale University,1.3,1
