rank,Uni,count,n_faculty
1,Northeastern University,3.7,3
2,Carnegie Mellon University,3.5,3
3,Univ. of California - Los Angeles,3.3,2
4,University of Texas at Austin,3.2,2
5,University of Washington,2.9,2
6,Univ. of California - San Diego,2.7,2
7,Yale University,2.5,2
8,Cornell University,2.4,2
9,New York University,2.3,2
10,Massachusetts Institute of Technology,1.7,2
10,Univ. of Illinois at Urbana-Champaign,1.7,2
12,Arizona State University,1.6,1
12,Johns Hopkins University,1.6,1
12,University of Maryland - College Park,1.6,3
15,Brown University,1.5,1
15,California Institute of Technology,1.5,1
15,Harvard University,1.5,2
15,Purdue University,1.5,2
15,Stanford University,1.5,1
15,Univ. of California - Berkeley,1.5,1
15,Univ. of California - Santa Barbara,1.5,1
15,University of Florida,1.5,1
15,University of Michigan,1.5,1
24,DePaul University,1.3,1
24,Florida State University,1.3,1
24,George Mason University,1.3,1
24,Georgetown University,1.3,1
24,Oregon State University,1.3,1
24,Univ. of California - Irvine,1.3,1
24,University of Waterloo,1.3,1
