rank,Uni,count,n_faculty
1,Univ. of Illinois at Urbana-Champaign,11.4,17
2,Univ. of California - Berkeley,10.0,21
3,Stanford University,9.4,17
4,Carnegie Mellon University,8.7,18
5,Univ. of California - Los Angeles,7.7,8
6,Univ. of California - San Diego,6.2,13
7,Massachusetts Institute of Technology,5.8,14
8,Cornell University,5.7,9
8,University of Pennsylvania,5.7,11
10,Rutgers University,5.6,7
11,University of Wisconsin - Madison,5.5,10
12,University of Washington,5.4,9
13,University of Virginia,5.2,7
14,Purdue University,4.6,9
14,University of Maryland - College Park,4.6,9
16,Boston University,4.5,7
17,University of Michigan,4.3,12
18,New York University,4.2,9
19,University of Texas at Austin,3.8,7
19,University of Toronto,3.8,9
19,University of Utah,3.8,3
22,Texas A&M University,3.7,3
23,University of Massachusetts Amherst,3.6,7
23,University of Montreal,3.6,7
25,Columbia University,3.5,5
25,Princeton University,3.5,9
27,University of Pittsburgh,3.4,2
28,Northwestern University,3.2,3
28,Rice University,3.2,7
28,Univ. of California - Santa Barbara,3.2,4
