rank,Uni,count,n_faculty
1,Carnegie Mellon University,23.9,32
2,Stanford University,21.2,23
3,Univ. of California - Berkeley,18.1,25
4,Massachusetts Institute of Technology,16.3,35
5,Cornell University,13.7,18
6,University of Washington,13.1,14
7,Univ. of Illinois at Urbana-Champaign,11.7,21
8,Univ. of California - Los Angeles,11.2,12
9,Univ. of California - San Diego,10.8,20
10,University of Massachusetts Amherst,10.1,15
11,University of Toronto,9.6,16
12,Princeton University,9.4,13
13,University of Wisconsin - Madison,9.0,15
14,Boston University,8.8,9
14,New York University,8.8,10
16,Columbia University,8.7,10
17,University of Texas at Austin,8.5,11
18,University of Pennsylvania,8.1,16
19,Rutgers University,7.9,6
20,Northeastern University,7.1,13
21,University of Maryland - College Park,7.0,12
22,Duke University,6.9,12
22,University of Montreal,6.9,8
24,University of Alberta,6.6,7
25,Ohio State University,6.1,12
26,Yale University,6.0,7
27,Georgia Institute of Technology,5.8,12
28,Purdue University,5.7,8
29,University of Pittsburgh,5.6,8
30,Univ. of California - Santa Barbara,5.5,6
30,University of Michigan,5.5,9
