rank,Uni,count,n_faculty
1,Carnegie Mellon University,11.5,19
2,Univ. of California - Berkeley,9.3,12
3,Cornell University,8.3,13
4,Massachusetts Institute of Technology,7.8,11
5,Georgia Institute of Technology,7.1,10
6,Columbia University,6.6,9
7,Univ. of Illinois at Urbana-Champaign,6.4,10
8,Boston University,6.2,9
9,Stanford University,5.7,9
9,University of Pennsylvania,5.7,5
11,Univ. of California - San Diego,5.6,9
12,Princeton University,5.4,8
13,University of Toronto,5.1,11
13,University of Wisconsin - Madison,5.1,8
15,University of Alberta,4.9,6
16,Univ. of California - Los Angeles,4.7,9
17,University of Waterloo,4.2,3
18,University of Montreal,4.0,4
19,University of Massachusetts Amherst,3.9,5
20,Univ. of California - Santa Barbara,3.7,5
20,University of Washington,3.7,4
22,Univ. of California - Irvine,3.6,5
23,University of British Columbia,3.5,9
23,Yale University,3.5,4
25,New York University,3.4,4
26,Duke University,3.3,5
26,Purdue University,3.3,5
28,TTI Chicago,3.2,4
28,Univ. of California - Santa Cruz,3.2,4
28,University at Buffalo,3.2,6
28,University of Southern California,3.2,3
