rank,Uni,count,n_faculty
1,Carnegie Mellon University,9.5,13
2,Univ. of Illinois at Urbana-Champaign,6.5,9
3,University of Massachusetts Amherst,5.6,6
4,Columbia University,5.5,6
4,Massachusetts Institute of Technology,5.5,8
6,University of Washington,5.3,6
7,Duke University,5.2,5
8,University of Michigan,5.0,3
9,Univ. of California - Berkeley,4.9,6
10,Cornell University,4.3,7
11,University of Montreal,4.1,2
11,University of Wisconsin - Madison,4.1,6
13,TTI Chicago,3.9,2
14,Princeton University,3.8,4
14,Stanford University,3.8,7
14,Univ. of California - Los Angeles,3.8,5
14,University of Illinois at Chicago,3.8,3
18,Univ. of California - Irvine,3.3,4
19,Purdue University,3.2,6
19,University of Maryland - College Park,3.2,2
19,University of Pennsylvania,3.2,3
22,University of Southern California,3.1,3
23,Northeastern University,2.9,6
24,Univ. of California - San Diego,2.8,5
25,Boston University,2.7,3
25,Oregon State University,2.7,3
27,California Institute of Technology,2.6,2
28,Georgia Institute of Technology,2.5,3
28,Michigan State University,2.5,3
28,Univ. of California - Santa Cruz,2.5,4
28,University of Texas at Austin,2.5,3
