rank,Uni,count,n_faculty
1,Univ. of California - Berkeley,9.1,10
2,Carnegie Mellon University,6.9,15
3,Univ. of California - San Diego,6.0,9
4,University of Washington,5.9,9
5,Columbia University,5.5,5
6,University of Alberta,4.9,6
7,Massachusetts Institute of Technology,4.5,5
8,Univ. of California - Santa Cruz,4.4,4
9,Oregon State University,4.2,5
10,University of Michigan,4.1,5
11,Boston University,4.0,6
11,University of Massachusetts Amherst,4.0,6
13,TTI Chicago,3.9,4
14,Cornell University,3.5,4
15,Rutgers University,3.3,7
15,University of Illinois at Chicago,3.3,4
17,Princeton University,3.2,4
18,University of Texas at Austin,3.0,3
19,Univ. of California - Irvine,2.9,3
20,University of Pennsylvania,2.8,4
21,Brown University,2.7,4
21,Northeastern University,2.7,4
21,University at Buffalo,2.7,3
21,University of Toronto,2.7,4
21,Virginia Tech,2.7,6
26,Univ. of Illinois at Urbana-Champaign,2.6,4
27,New York University,2.5,2
28,University of Texas at Dallas,2.4,3
28,Yale University,2.4,3
30,Johns Hopkins University,2.3,2
30,Purdue University,2.3,4
30,Simon Fraser University,2.3,2
