rank,Uni,count,n_faculty
1,Carnegie Mellon University,11.1,14
1,Univ. of California - Berkeley,11.1,15
3,Massachusetts Institute of Technology,10.8,10
4,University of Pennsylvania,10.7,14
5,Stanford University,9.0,10
6,Georgia Institute of Technology,8.8,10
7,Univ. of California - San Diego,7.8,9
8,University of Toronto,7.1,8
9,Rutgers University,7.0,6
10,University of Texas at Austin,6.8,6
11,University of Maryland - College Park,5.9,7
12,Univ. of Illinois at Urbana-Champaign,5.3,6
13,University of Minnesota,4.6,4
14,University of Massachusetts Amherst,4.4,6
15,Rice University,4.2,5
16,Arizona State University,3.9,5
17,Brown University,3.8,4
17,University of Colorado Boulder,3.8,6
19,Cornell University,3.7,3
19,University of Virginia,3.7,3
21,Stony Brook University,3.2,3
21,University of Wisconsin - Madison,3.2,4
23,Simon Fraser University,3.1,6
23,Texas A&M University,3.1,5
23,University of Southern California,3.1,6
23,University of Washington,3.1,4
27,George Mason University,3.0,4
27,Northeastern University,3.0,4
27,University of South Carolina,3.0,2
30,University of North Carolina,2.9,4
