rank,Uni,count,n_faculty
1,Univ. of California - Berkeley,14.1,11
2,Massachusetts Institute of Technology,8.9,7
3,University of Pennsylvania,8.2,8
4,Carnegie Mellon University,5.9,11
5,University of Minnesota,5.6,4
6,Univ. of Illinois at Urbana-Champaign,5.1,5
7,University of Maryland - College Park,5.0,4
8,Georgia Institute of Technology,4.5,6
8,Rutgers University,4.5,3
10,University of Washington,4.4,5
11,University of Michigan,4.2,4
12,University of Colorado Boulder,4.1,6
12,University of Toronto,4.1,8
14,McGill University,3.9,2
14,Univ. of California - San Diego,3.9,6
16,University of Massachusetts Amherst,3.8,6
17,University of Southern California,3.6,4
18,Cornell University,3.5,5
19,University of South Carolina,3.4,2
20,Arizona State University,3.3,5
20,George Mason University,3.3,5
20,Stanford University,3.3,5
23,Brown University,3.0,3
24,Northeastern University,2.9,5
24,University of Nebraska,2.9,2
26,Simon Fraser University,2.8,4
26,Univ. of California - Merced,2.8,2
28,University at Buffalo,2.7,4
28,University of Alberta,2.7,4
30,University of Nevada,2.6,4
30,University of Utah,2.6,3
30,Yale University,2.6,3
