rank,Uni,count,n_faculty
1,Carnegie Mellon University,12.0,15
2,Massachusetts Institute of Technology,10.2,7
3,Univ. of Illinois at Urbana-Champaign,8.4,4
4,University of Pennsylvania,8.2,10
5,University of Minnesota,7.4,3
6,Georgia Institute of Technology,5.7,7
6,University of Southern California,5.7,3
6,University of Toronto,5.7,5
9,Univ. of California - Berkeley,5.1,6
10,Texas A&M University,4.8,2
11,Univ. of California - San Diego,4.3,5
12,Cornell University,4.1,2
13,University of Maryland - College Park,4.0,5
14,Rutgers University,3.4,3
15,University of Michigan,3.3,2
16,University of Utah,3.2,3
17,Stanford University,3.1,4
18,Worcester Polytechnic Institute,3.0,3
19,McGill University,2.9,2
19,Simon Fraser University,2.9,2
21,Johns Hopkins University,2.6,3
21,Rice University,2.6,2
23,Yale University,2.5,1
24,University of British Columbia,2.3,2
25,Arizona State University,2.2,3
26,University of South Florida,2.1,2
27,Dartmouth College,2.0,2
27,Lehigh University,2.0,1
27,Stony Brook University,2.0,1
27,University of South Carolina,2.0,1
