rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,3.5,5
1,University of Waterloo,3.5,8
3,University of Michigan,3.2,5
4,Univ. of California - Berkeley,3.1,3
5,Duke University,3.0,4
6,Northeastern University,2.8,3
7,Stanford University,2.6,3
8,Carnegie Mellon University,2.4,4
8,University at Buffalo,2.4,5
10,Univ. of California - Santa Barbara,2.3,4
10,University of Massachusetts Amherst,2.3,2
12,Harvard University,2.2,2
13,Simon Fraser University,2.0,2
13,Univ. of California - San Diego,2.0,4
13,University of Wisconsin - Madison,2.0,5
16,Univ. of California - Irvine,1.9,3
16,Univ. of California - Riverside,1.9,3
16,University of Washington,1.9,3
19,University of Illinois at Chicago,1.8,2
20,Cornell University,1.7,3
20,Purdue University,1.7,3
20,University of Chicago,1.7,3
20,University of Texas at Arlington,1.7,2
24,Columbia University,1.6,1
24,Ohio State University,1.6,2
24,University of Texas at Austin,1.6,2
27,New York University,1.5,1
27,Univ. of California - Santa Cruz,1.5,2
27,University of Pennsylvania,1.5,2
27,University of Southern California,1.5,1
