rank,Uni,count,n_faculty
1,Duke University,4.2,6
2,University of Wisconsin - Madison,4.1,7
3,Cornell University,4.0,1
4,University of Waterloo,3.6,6
5,University of Chicago,3.5,5
6,Univ. of California - Irvine,3.1,3
7,Univ. of California - San Diego,2.8,4
8,Massachusetts Institute of Technology,2.5,3
8,Simon Fraser University,2.5,3
10,Columbia University,2.3,1
10,Rutgers University,2.3,3
12,Boston University,2.2,3
12,Georgia Institute of Technology,2.2,3
14,University of Illinois at Chicago,2.1,1
15,Harvard University,2.0,2
15,Univ. of California - Santa Barbara,2.0,2
17,University of Massachusetts Amherst,1.9,3
18,University of British Columbia,1.8,1
18,University of Toronto,1.8,1
18,Worcester Polytechnic Institute,1.8,2
21,Pennsylvania State University,1.7,2
21,Purdue University,1.7,3
21,Yale University,1.7,1
24,George Mason University,1.6,2
24,Illinois Institute of Technology,1.6,1
24,NJIT,1.6,2
24,Stanford University,1.6,2
24,University of Pennsylvania,1.6,3
24,University of Southern California,1.6,2
30,Carnegie Mellon University,1.5,2
30,New York University,1.5,3
30,Univ. of California - Los Angeles,1.5,2
30,University at Buffalo,1.5,2
30,University of Michigan,1.5,2
