rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,3.3,7
2,University of Wisconsin - Madison,2.0,2
3,Stanford University,1.7,2
4,Univ. of California - Berkeley,1.6,2
4,University of Washington,1.6,2
6,Univ. of California - San Diego,1.5,3
6,University of Texas at Austin,1.5,2
6,Virginia Tech,1.5,1
9,Carnegie Mellon University,1.4,2
9,Harvard University,1.4,1
11,Columbia University,1.3,2
11,Cornell University,1.3,2
11,Georgia Institute of Technology,1.3,1
11,New York University,1.3,2
11,University of Waterloo,1.3,1
16,Princeton University,1.2,1
16,University of Michigan,1.2,1
18,Johns Hopkins University,1.1,1
18,Pennsylvania State University,1.1,1
18,Univ. of Illinois at Urbana-Champaign,1.1,1
18,University of Toronto,1.1,1
