rank,Uni,count,n_faculty
1,University of Texas at Austin,2.6,4
2,Univ. of California - Berkeley,2.0,4
3,Carnegie Mellon University,1.7,3
3,University of Washington,1.7,3
5,University of Pennsylvania,1.6,2
5,University of Toronto,1.6,2
7,Cornell University,1.5,1
7,Massachusetts Institute of Technology,1.5,1
7,Princeton University,1.5,1
7,Stony Brook University,1.5,1
7,University of Michigan,1.5,1
7,Virginia Tech,1.5,1
13,New York University,1.4,2
13,Univ. of California - Los Angeles,1.4,3
15,Brown University,1.3,2
15,Georgia Institute of Technology,1.3,2
15,Purdue University,1.3,2
15,Univ. of California - Santa Cruz,1.3,1
15,Univ. of Illinois at Urbana-Champaign,1.3,2
15,University of Chicago,1.3,1
15,University of Wisconsin - Madison,1.3,2
22,Boston University,1.2,1
22,Columbia University,1.2,2
22,Univ. of California - Irvine,1.2,2
22,University at Buffalo,1.2,1
22,University of Maryland - College Park,1.2,1
27,Johns Hopkins University,1.1,1
27,Univ. of California - San Diego,1.1,1
27,University of British Columbia,1.1,1
27,Yale University,1.1,1
