rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,2.6,5
2,Univ. of California - Berkeley,2.0,5
3,University of Texas at Austin,1.8,4
3,University of Washington,1.8,4
5,Columbia University,1.7,3
6,University of Toronto,1.6,3
7,New York University,1.4,2
7,Univ. of California - San Diego,1.4,3
7,University of Chicago,1.4,3
10,Carnegie Mellon University,1.3,1
10,Johns Hopkins University,1.3,1
10,University of Illinois at Chicago,1.3,1
13,Princeton University,1.2,2
13,Purdue University,1.2,1
13,Stanford University,1.2,1
13,University of Utah,1.2,1
17,Cornell University,1.1,1
17,University of Virginia,1.1,1
17,University of Wisconsin - Madison,1.1,1
17,Yale University,1.1,1
