rank,Uni,count,n_faculty
1,Princeton University,4.1,8
2,Massachusetts Institute of Technology,3.1,5
3,Carnegie Mellon University,2.6,4
4,University of Texas at Austin,2.5,5
5,Univ. of California - Los Angeles,2.4,6
5,Univ. of California - San Diego,2.4,5
7,University of Michigan,2.2,3
8,University of Washington,2.1,2
8,University of Waterloo,2.1,5
10,Cornell University,2.0,4
11,Univ. of California - Berkeley,1.8,3
11,University of Pennsylvania,1.8,1
13,Duke University,1.7,2
13,Harvard University,1.7,2
13,Univ. of Illinois at Urbana-Champaign,1.7,3
16,Johns Hopkins University,1.6,2
16,Univ. of California - Santa Cruz,1.6,2
18,Rice University,1.5,2
18,University at Buffalo,1.5,2
18,University of Massachusetts Amherst,1.5,2
18,University of Southern California,1.5,2
22,Cleveland State University,1.4,1
22,New York University,1.4,2
22,Univ. of Maryland - Baltimore County,1.4,1
22,University of Chicago,1.4,3
22,University of Wisconsin - Madison,1.4,2
27,Dartmouth College,1.3,2
27,Georgia Institute of Technology,1.3,3
27,Purdue University,1.3,1
27,Stanford University,1.3,1
27,University of Colorado Boulder,1.3,1
