rank,Uni,count,n_faculty
1,Carnegie Mellon University,3.0,6
1,Massachusetts Institute of Technology,3.0,4
3,Princeton University,2.7,6
4,University of Washington,2.1,4
5,Stanford University,2.0,3
6,Rice University,1.9,2
6,Univ. of Illinois at Urbana-Champaign,1.9,5
6,University of Pennsylvania,1.9,1
9,Duke University,1.8,4
9,Simon Fraser University,1.8,1
9,Stony Brook University,1.8,4
9,Univ. of California - Berkeley,1.8,3
13,Univ. of California - Los Angeles,1.7,3
14,Michigan State University,1.6,2
14,New York University,1.6,2
14,University of Minnesota,1.6,2
17,Boston University,1.5,1
17,Brown University,1.5,1
17,Cornell University,1.5,1
17,University of Michigan,1.5,2
21,University of Chicago,1.4,1
21,University of Oregon,1.4,2
21,University of Toronto,1.4,2
24,George Mason University,1.3,1
24,Harvard University,1.3,1
24,Pennsylvania State University,1.3,2
24,Purdue University,1.3,1
24,Rutgers University,1.3,1
24,Univ. of California - Riverside,1.3,1
24,University at Buffalo,1.3,2
24,University of Southern California,1.3,2
