rank,Uni,count,n_faculty
1,Univ. of California - Berkeley,2.6,7
2,Stanford University,2.5,2
3,Massachusetts Institute of Technology,2.4,4
4,University of Washington,2.3,4
5,Georgetown University,2.0,1
6,Northeastern University,1.8,3
7,Univ. of California - Irvine,1.7,3
7,Univ. of California - Los Angeles,1.7,2
7,University of Michigan,1.7,4
10,Brown University,1.5,2
10,Carnegie Mellon University,1.5,3
10,Cornell University,1.5,2
10,Georgia Institute of Technology,1.5,1
10,University of Chicago,1.5,2
10,University of Wisconsin - Madison,1.5,3
16,Northwestern University,1.4,2
17,Boston University,1.3,1
17,Duke University,1.3,1
17,University of Texas at Austin,1.3,1
17,University of Waterloo,1.3,1
21,Univ. of California - Riverside,1.2,1
21,Univ. of California - Santa Barbara,1.2,1
21,Univ. of Illinois at Urbana-Champaign,1.2,1
21,University of Southern California,1.2,1
25,Harvard University,1.1,1
25,Princeton University,1.1,1
25,Univ. of California - San Diego,1.1,1
25,Univ. of California - Santa Cruz,1.1,1
