rank,Uni,count,n_faculty
1,Princeton University,4.2,3
2,University of Washington,2.8,3
3,Harvard University,2.2,3
4,University of Chicago,2.1,4
5,Massachusetts Institute of Technology,2.0,3
5,Univ. of California - San Diego,2.0,6
7,University of Texas at Austin,1.9,4
8,Carnegie Mellon University,1.8,4
8,Northwestern University,1.8,2
10,Northeastern University,1.6,2
10,Purdue University,1.6,3
10,Univ. of California - Los Angeles,1.6,2
10,Yale University,1.6,2
14,Univ. of Illinois at Urbana-Champaign,1.5,2
14,University of Minnesota,1.5,2
14,University of Southern California,1.5,2
14,University of Wisconsin - Madison,1.5,1
18,Boston University,1.3,1
18,Duke University,1.3,1
18,Georgia Institute of Technology,1.3,1
18,Naval Postgraduate School,1.3,1
18,Stanford University,1.3,2
18,Texas A&M University,1.3,1
18,Univ. of Maryland - Baltimore County,1.3,1
18,University of Colorado Boulder,1.3,1
18,University of Georgia,1.3,1
18,University of Illinois at Chicago,1.3,1
18,University of South Carolina,1.3,1
18,University of Utah,1.3,1
18,Virginia Tech,1.3,1
