rank,Uni,count,n_faculty
1,Stanford University,6.1,3
2,University of Pennsylvania,5.7,5
3,University of Washington,5.4,4
4,University of Maryland - College Park,4.5,5
5,University of Toronto,4.3,2
6,Cornell University,3.8,4
6,Massachusetts Institute of Technology,3.8,4
6,University of Texas at Dallas,3.8,4
9,University of Michigan,3.7,3
10,University of Rochester,3.0,1
11,Johns Hopkins University,2.8,2
11,University of Notre Dame,2.8,1
11,University of Texas at Austin,2.8,2
14,Columbia University,2.6,3
14,University of Illinois at Chicago,2.6,2
16,Brown University,2.3,1
16,University of Utah,2.3,2
16,Yale University,2.3,1
19,University of British Columbia,2.2,2
20,Brigham Young University,2.0,2
20,CUNY,2.0,1
20,McGill University,2.0,1
20,Oregon State University,2.0,1
20,Stony Brook University,2.0,1
20,Univ. of Illinois at Urbana-Champaign,2.0,2
20,University of Montreal,2.0,2
27,Univ. of California - San Diego,1.8,1
27,University of Alberta,1.8,1
29,Georgia Institute of Technology,1.7,1
29,New York University,1.7,2
