rank,Uni,count,n_faculty
1,Carnegie Mellon University,10.7,12
2,University of Washington,10.4,5
3,Cornell University,9.0,8
4,Univ. of California - Santa Barbara,8.2,6
5,New York University,6.5,5
5,University of Pennsylvania,6.5,5
7,Johns Hopkins University,5.9,5
8,Univ. of California - San Diego,5.7,7
9,University of North Carolina,5.3,3
9,University of Texas at Austin,5.3,5
11,University of Massachusetts Amherst,5.2,3
12,Stanford University,5.1,6
13,University of Maryland - College Park,4.4,4
14,University of Michigan,4.2,5
15,Oregon State University,4.1,3
16,Univ. of Illinois at Urbana-Champaign,3.9,4
17,Columbia University,3.7,6
18,Massachusetts Institute of Technology,3.3,4
18,University of Notre Dame,3.3,3
20,Pennsylvania State University,3.1,4
20,Stony Brook University,3.1,4
20,Univ. of California - Los Angeles,3.1,5
23,Texas A&M University,3.0,1
23,University of Southern California,3.0,4
25,University of Wisconsin - Madison,2.8,4
26,Duke University,2.7,3
26,University of Illinois at Chicago,2.7,3
26,University of Rochester,2.7,3
29,TTI Chicago,2.6,2
29,University of Colorado Boulder,2.6,2
