rank,Uni,count,n_faculty
1,Stanford University,6.3,9
2,Massachusetts Institute of Technology,4.2,5
3,University of Toronto,4.0,5
4,New York University,3.9,2
5,Cornell University,3.1,5
6,Univ. of California - Berkeley,2.8,3
6,University of Maryland - College Park,2.8,3
8,Simon Fraser University,2.7,5
9,Carnegie Mellon University,2.4,4
10,Ohio State University,2.3,1
11,Columbia University,2.1,1
11,Univ. of California - San Diego,2.1,2
13,Harvard University,2.0,1
13,Texas A&M University,2.0,2
13,Univ. of Illinois at Urbana-Champaign,2.0,1
16,California Institute of Technology,1.9,2
17,Dartmouth College,1.8,2
17,University of British Columbia,1.8,3
17,University of Waterloo,1.8,2
20,College of William and Mary,1.7,1
20,Georgia Institute of Technology,1.7,2
20,University of Texas at Austin,1.7,1
23,University of Wisconsin - Madison,1.6,2
24,Univ. of California - Riverside,1.5,2
24,University of Houston,1.5,1
24,University of Washington,1.5,2
27,Boston University,1.4,1
27,McGill University,1.4,1
27,University of Montreal,1.4,1
30,NJIT,1.3,1
30,Rutgers University,1.3,1
30,Univ. of California - Irvine,1.3,1
30,Univ. of California - Santa Barbara,1.3,1
30,University of Guelph,1.3,1
30,University of Michigan,1.3,1
30,Yale University,1.3,1
