rank,Uni,count,n_faculty
1,Stanford University,6.0,6
2,Massachusetts Institute of Technology,4.3,7
3,Cornell University,3.4,2
4,University of Toronto,3.3,4
5,University of British Columbia,2.8,4
6,Carnegie Mellon University,2.6,4
6,Simon Fraser University,2.6,4
6,Univ. of California - San Diego,2.6,3
9,Texas A&M University,2.5,3
10,University of Utah,2.3,3
11,New York University,2.2,3
11,Purdue University,2.2,3
13,University of Maryland - College Park,2.1,3
14,Univ. of California - Berkeley,2.0,4
15,Univ. of California - Irvine,1.9,3
15,University of Texas at Austin,1.9,2
15,University of Washington,1.9,2
18,Columbia University,1.8,1
18,Dartmouth College,1.8,1
18,Yale University,1.8,2
21,Georgia Institute of Technology,1.7,2
21,Portland State University,1.7,2
21,University of Montreal,1.7,2
24,University of Waterloo,1.6,2
25,Brown University,1.5,2
25,George Mason University,1.5,2
25,McGill University,1.5,1
25,Princeton University,1.5,2
25,Rice University,1.5,1
25,University of Houston,1.5,1
25,University of Massachusetts Amherst,1.5,2
