rank,Uni,count,n_faculty
1,University of Pennsylvania,12.4,13
2,Stanford University,9.4,9
3,Carnegie Mellon University,9.2,12
4,Georgia Institute of Technology,7.9,11
4,Univ. of California - Berkeley,7.9,11
6,Massachusetts Institute of Technology,7.2,6
7,University of Maryland - College Park,6.7,7
8,University of Minnesota,6.5,5
9,Univ. of California - San Diego,5.9,7
10,Rutgers University,5.5,5
11,University of Massachusetts Amherst,5.1,6
12,University of Toronto,4.5,6
13,University of Southern California,4.2,5
14,Brown University,4.0,4
14,University of Colorado Boulder,4.0,7
16,McGill University,3.8,2
17,University of South Carolina,3.6,2
18,Arizona State University,3.3,7
18,Duke University,3.3,4
18,Stony Brook University,3.3,2
21,Univ. of Illinois at Urbana-Champaign,3.1,8
21,Yale University,3.1,4
23,Texas A&M University,3.0,2
24,Johns Hopkins University,2.9,4
24,Worcester Polytechnic Institute,2.9,4
26,University of Alberta,2.8,3
27,Cornell University,2.7,4
27,Dartmouth College,2.7,3
27,University at Buffalo,2.7,4
30,University of Nevada,2.6,5
