rank,Uni,count,n_faculty
1,Carnegie Mellon University,11.7,15
2,University of Pennsylvania,10.7,10
3,Massachusetts Institute of Technology,9.7,8
4,Georgia Institute of Technology,9.6,10
5,Univ. of Illinois at Urbana-Champaign,7.5,4
6,Univ. of California - Berkeley,6.3,9
6,University of Minnesota,6.3,6
8,University of Washington,5.6,5
9,University of Toronto,4.6,5
10,Univ. of California - San Diego,4.3,5
11,Texas A&M University,4.2,2
12,University of Colorado Boulder,3.9,5
12,University of Southern California,3.9,4
14,Cornell University,3.8,4
14,Yale University,3.8,2
16,University of North Carolina,3.5,2
17,Johns Hopkins University,3.3,3
18,McGill University,3.1,2
18,Stanford University,3.1,4
18,University of Maryland - College Park,3.1,4
21,Arizona State University,2.9,5
21,Rice University,2.9,4
23,George Mason University,2.8,3
23,University of South Carolina,2.8,2
25,Brown University,2.7,3
25,Worcester Polytechnic Institute,2.7,3
27,Rutgers University,2.6,2
27,University of Michigan,2.6,4
29,Lehigh University,2.3,2
30,Columbia University,2.2,2
