rank,Uni,count,n_faculty
1,Carnegie Mellon University,13.3,14
2,University of Pennsylvania,10.1,7
3,University of Minnesota,9.0,6
4,Massachusetts Institute of Technology,7.6,5
5,Univ. of California - Berkeley,7.4,10
6,Univ. of Illinois at Urbana-Champaign,7.2,4
7,University of Southern California,6.3,4
8,Yale University,5.2,1
9,University of Toronto,4.8,5
10,Texas A&M University,4.5,4
11,Johns Hopkins University,4.2,3
11,Rutgers University,4.2,3
13,University of Washington,4.0,4
14,Georgia Institute of Technology,3.7,5
14,Stanford University,3.7,5
16,Univ. of California - San Diego,3.4,3
17,Cornell University,3.3,2
18,McGill University,3.2,2
18,University of South Carolina,3.2,2
20,George Mason University,3.1,3
21,Univ. of California - Merced,2.7,2
21,University of Maryland - College Park,2.7,3
23,Princeton University,2.5,1
23,Univ. of California - Santa Cruz,2.5,2
23,University of Alberta,2.5,1
23,University of Nevada,2.5,4
23,University of South Florida,2.5,1
23,Worcester Polytechnic Institute,2.5,3
23,York University,2.5,3
30,University of North Carolina,2.4,1
