rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,11.4,9
2,Univ. of California - Berkeley,10.6,11
3,University of Pennsylvania,10.1,9
4,Carnegie Mellon University,8.0,11
5,Stanford University,6.8,9
6,University of Maryland - College Park,5.4,6
6,University of Minnesota,5.4,5
6,University of Toronto,5.4,8
9,Yale University,5.3,2
10,Univ. of California - San Diego,4.9,8
11,University of Massachusetts Amherst,4.6,7
12,Univ. of Illinois at Urbana-Champaign,4.5,5
12,University of Washington,4.5,5
14,McGill University,4.2,3
15,Georgia Institute of Technology,3.8,6
16,University of Southern California,3.6,3
17,Northeastern University,3.5,5
18,University of Colorado Boulder,3.3,5
19,Arizona State University,3.2,4
20,Stony Brook University,3.0,4
21,Brown University,2.9,3
21,New York University,2.9,2
23,University of Utah,2.8,4
24,University of Alberta,2.7,2
24,University of Nevada,2.7,4
24,University of South Carolina,2.7,2
27,University of Texas at Austin,2.6,3
28,George Mason University,2.5,2
28,Rutgers University,2.5,4
28,University of Michigan,2.5,5
