rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,13.3,12
2,Univ. of California - Berkeley,12.4,15
3,University of Pennsylvania,8.3,12
4,Stanford University,7.3,9
4,Univ. of California - San Diego,7.3,9
6,Carnegie Mellon University,7.1,12
7,University of Minnesota,6.6,4
8,Georgia Institute of Technology,6.0,11
9,Brown University,4.8,5
10,Univ. of Illinois at Urbana-Champaign,4.7,6
10,University of Maryland - College Park,4.7,4
12,University of Southern California,4.4,7
13,University of South Carolina,4.1,2
13,Worcester Polytechnic Institute,4.1,4
15,University of Toronto,3.9,7
15,Université Laval,3.9,3
17,University of Massachusetts Amherst,3.8,4
18,Rice University,3.6,4
18,Yale University,3.6,3
20,Cornell University,3.4,5
21,Rutgers University,3.3,4
21,University of Texas at Austin,3.3,5
23,Texas A&M University,3.2,3
23,University of Nevada,3.2,3
23,University of Washington,3.2,5
26,University of North Carolina,3.0,2
27,University of Wisconsin - Madison,2.8,2
28,Johns Hopkins University,2.7,4
28,McGill University,2.7,2
30,Arizona State University,2.6,3
30,Stony Brook University,2.6,2
