rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,26.0,36
2,Univ. of California - Berkeley,25.9,29
3,Stanford University,23.4,25
4,Carnegie Mellon University,21.7,28
5,Univ. of California - Los Angeles,16.5,15
6,Univ. of California - San Diego,16.0,25
7,Cornell University,14.9,20
7,Univ. of Illinois at Urbana-Champaign,14.9,20
9,Princeton University,13.0,15
10,University of Pennsylvania,12.1,19
11,University of Wisconsin - Madison,11.9,19
12,University of Washington,11.3,14
13,Boston University,11.1,10
14,New York University,10.5,7
15,University of Maryland - College Park,10.0,11
15,University of Massachusetts Amherst,10.0,14
17,University of Alberta,9.6,7
18,University of Toronto,8.8,16
19,University of Texas at Austin,8.6,11
20,Duke University,8.3,11
21,Rutgers University,8.0,9
22,University of Michigan,7.9,11
23,Texas A&M University,6.9,7
24,Harvard University,6.8,9
25,University of British Columbia,6.7,11
26,University of Montreal,6.4,10
27,Columbia University,6.3,9
27,University of Southern California,6.3,8
29,Pennsylvania State University,6.2,11
30,Northwestern University,6.0,5
30,Purdue University,6.0,12
