rank,Uni,count,n_faculty
1,Univ. of California - Berkeley,10.3,11
2,Columbia University,7.9,6
3,Carnegie Mellon University,7.7,15
3,Univ. of Illinois at Urbana-Champaign,7.7,12
5,University of Alberta,7.4,8
6,Duke University,7.3,8
7,Cornell University,7.1,12
8,Univ. of California - San Diego,6.2,10
9,Princeton University,5.5,6
10,Stanford University,5.0,8
11,Georgia Institute of Technology,4.8,5
12,Univ. of California - Irvine,4.6,4
13,Yale University,4.4,4
14,University of Washington,4.3,9
15,Purdue University,4.1,5
15,University of Maryland - College Park,4.1,6
17,Boston University,4.0,5
17,University of Waterloo,4.0,5
19,Oregon State University,3.9,5
20,University of Texas at Dallas,3.8,6
21,Rutgers University,3.7,3
22,Massachusetts Institute of Technology,3.6,6
23,University of Michigan,3.5,5
23,University of Wisconsin - Madison,3.5,5
25,University of Illinois at Chicago,3.4,4
25,University of Toronto,3.4,9
27,Northwestern University,3.3,2
28,University of Southern California,3.1,2
29,Univ. of California - Santa Cruz,3.0,4
29,University of Massachusetts Amherst,3.0,6
