rank,Uni,count,n_faculty
1,Carnegie Mellon University,19.9,29
2,Univ. of California - Berkeley,19.5,25
3,Massachusetts Institute of Technology,15.2,24
4,Stanford University,14.1,21
5,Univ. of California - Los Angeles,11.8,12
6,Cornell University,10.7,19
7,Univ. of California - San Diego,10.1,16
8,Univ. of Illinois at Urbana-Champaign,10.0,16
9,University of Washington,9.8,12
10,University of Wisconsin - Madison,8.7,15
11,Princeton University,7.9,9
12,Columbia University,7.8,12
13,University of Toronto,7.4,13
14,Purdue University,7.2,11
15,University of Massachusetts Amherst,7.0,12
16,University of Pennsylvania,6.8,12
17,University of Alberta,6.3,6
18,University of Texas at Austin,6.0,9
18,Yale University,6.0,6
20,Duke University,5.9,9
20,Harvard University,5.9,5
22,Georgia Institute of Technology,5.7,14
22,Johns Hopkins University,5.7,6
24,University at Buffalo,5.4,9
25,University of Montreal,5.3,7
26,Rice University,4.9,5
26,Univ. of California - Irvine,4.9,6
26,University of British Columbia,4.9,10
29,Boston University,4.8,9
29,New York University,4.8,9
