rank,Uni,count,n_faculty
1,Carnegie Mellon University,12.3,13
2,Cornell University,8.5,14
2,Massachusetts Institute of Technology,8.5,14
2,Univ. of Illinois at Urbana-Champaign,8.5,13
5,Univ. of California - San Diego,8.4,14
6,Columbia University,8.3,8
6,Univ. of California - Berkeley,8.3,12
8,Univ. of California - Los Angeles,7.3,11
9,Princeton University,6.6,7
10,Stanford University,6.5,11
11,New York University,6.3,8
12,University of Washington,6.0,8
13,University of Southern California,5.9,8
14,University of Alberta,5.8,8
15,University of Wisconsin - Madison,5.6,10
16,Rutgers University,5.3,4
17,University of Michigan,5.2,10
18,University of Pennsylvania,4.8,7
19,University of British Columbia,4.7,8
20,Duke University,4.6,5
20,University of Texas at Austin,4.6,5
22,Purdue University,4.5,8
23,University of Illinois at Chicago,4.4,5
24,Boston University,4.1,6
24,University of Massachusetts Amherst,4.1,7
26,University of Texas at Dallas,3.7,4
27,Yale University,3.5,4
28,TTI Chicago,3.4,4
28,Univ. of California - Irvine,3.4,5
28,University of Toronto,3.4,6
