rank,Uni,count,n_faculty
1,Carnegie Mellon University,9.6,14
2,Univ. of California - Berkeley,7.2,11
3,Univ. of California - San Diego,6.0,8
4,University of Toronto,5.7,12
5,Stanford University,5.4,10
6,University of Texas at Austin,5.2,8
7,University of Maryland - College Park,4.9,9
8,Massachusetts Institute of Technology,4.8,11
9,Simon Fraser University,4.3,5
10,Johns Hopkins University,4.2,3
11,Univ. of Illinois at Urbana-Champaign,4.1,9
12,Michigan State University,4.0,6
12,University of Central Florida,4.0,4
14,Columbia University,3.7,6
14,Northeastern University,3.7,6
16,York University,3.4,4
17,University of Michigan,3.3,4
18,Boston University,3.1,4
18,University of British Columbia,3.1,5
20,Rutgers University,2.8,6
20,Stony Brook University,2.8,3
20,Univ. of California - Merced,2.8,3
20,University of North Carolina,2.8,3
20,University of Pennsylvania,2.8,8
20,University of Wisconsin - Madison,2.8,4
26,Cornell University,2.7,6
27,Georgia Institute of Technology,2.6,5
27,University of Rochester,2.6,2
29,Oregon State University,2.5,2
30,University at Buffalo,2.4,5
