rank,Uni,count,n_faculty
1,Carnegie Mellon University,11.6,15
2,Stanford University,7.8,6
3,Univ. of California - Berkeley,7.4,6
4,Univ. of California - San Diego,6.7,9
5,Univ. of Illinois at Urbana-Champaign,6.5,8
6,Johns Hopkins University,5.4,4
7,Massachusetts Institute of Technology,5.3,8
8,Univ. of California - Merced,5.1,1
9,University of Maryland - College Park,4.9,6
10,University of Central Florida,4.5,2
11,Stony Brook University,4.2,6
12,Boston University,4.1,4
13,Georgia Institute of Technology,3.9,6
13,Simon Fraser University,3.9,4
15,University of Pennsylvania,3.7,5
16,University of Wisconsin - Madison,3.6,3
17,University of Washington,3.5,6
18,University of British Columbia,3.4,5
19,Cornell University,3.2,6
19,Oregon State University,3.2,2
19,Pennsylvania State University,3.2,5
22,Michigan State University,3.1,3
23,University of Texas at Austin,3.0,5
24,Columbia University,2.9,3
25,Arizona State University,2.8,6
25,UCCS,2.8,2
25,University of Massachusetts Amherst,2.8,3
25,University of Michigan,2.8,4
25,York University,2.8,2
30,Rutgers University,2.6,4
