rank,Uni,count,n_faculty
1,Carnegie Mellon University,7.7,8
2,Columbia University,6.1,6
2,Stanford University,6.1,4
4,Univ. of California - Berkeley,5.8,6
5,Johns Hopkins University,5.4,3
6,Massachusetts Institute of Technology,5.1,7
7,University of Toronto,5.0,5
8,Simon Fraser University,4.8,3
9,Stony Brook University,4.7,6
10,Univ. of California - San Diego,4.6,5
11,Univ. of California - Merced,4.2,1
12,TTI Chicago,4.1,4
13,Georgia Institute of Technology,4.0,5
14,Univ. of Illinois at Urbana-Champaign,3.8,5
15,Rutgers University,3.6,3
16,Cornell University,3.5,4
16,Pennsylvania State University,3.5,3
18,University of Pennsylvania,3.3,3
18,York University,3.3,4
20,University of Pittsburgh,3.0,2
21,Boston University,2.9,4
21,University of Central Florida,2.9,1
21,University of Wisconsin - Madison,2.9,3
24,George Mason University,2.8,3
24,Oregon State University,2.8,3
24,University of Waterloo,2.8,2
27,University of Southern California,2.5,3
27,University of Washington,2.5,3
29,Brown University,2.2,3
29,Princeton University,2.2,3
29,University of Maryland - College Park,2.2,2
29,University of Michigan,2.2,3
29,University of Tennessee,2.2,2
