rank,Uni,count,n_faculty
1,Univ. of Illinois at Urbana-Champaign,5.5,10
2,Rutgers University,3.9,5
3,Cornell University,3.0,4
3,University of Michigan,3.0,6
5,Texas A&M University,2.8,2
5,Univ. of California - Los Angeles,2.8,3
5,University of Massachusetts Amherst,2.8,3
8,Carnegie Mellon University,2.5,5
8,Virginia Tech,2.5,3
10,Worcester Polytechnic Institute,2.4,2
11,Emory University,2.3,3
12,Georgia Institute of Technology,2.2,3
12,New York University,2.2,5
12,Pennsylvania State University,2.2,6
12,Stanford University,2.2,3
16,University of Connecticut,2.0,1
16,University of Toronto,2.0,3
18,University of Notre Dame,1.9,2
19,Stony Brook University,1.8,3
19,Univ. of California - Santa Cruz,1.8,2
19,University of Illinois at Chicago,1.8,3
22,Georgetown University,1.7,2
22,Michigan State University,1.7,1
22,Rice University,1.7,2
22,University of Chicago,1.7,1
22,University of Pennsylvania,1.7,2
27,Duke University,1.6,1
27,NJIT,1.6,2
27,Ohio State University,1.6,2
27,Univ. of California - Santa Barbara,1.6,3
27,University of Delaware,1.6,1
27,University of Minnesota,1.6,3
27,University of Waterloo,1.6,4
