rank,Uni,count,n_faculty
1,Cornell University,3.8,7
2,Univ. of Illinois at Urbana-Champaign,3.7,6
3,Boston University,3.3,2
4,Carnegie Mellon University,2.6,4
5,University of Waterloo,2.4,4
6,Columbia University,2.3,3
7,Rutgers University,2.0,3
7,University of Michigan,2.0,3
9,Rice University,1.9,3
9,Univ. of California - Santa Cruz,1.9,3
11,Purdue University,1.8,3
11,University of Chicago,1.8,3
11,Wayne State University,1.8,2
14,Ohio State University,1.7,2
14,Univ. of California - Santa Barbara,1.7,2
16,Georgia Institute of Technology,1.6,3
16,Stony Brook University,1.6,2
16,Worcester Polytechnic Institute,1.6,2
19,Emory University,1.5,1
19,Harvard University,1.5,1
19,Univ. of California - Riverside,1.5,2
19,University of Colorado Boulder,1.5,2
19,University of Washington,1.5,1
24,Pennsylvania State University,1.4,2
24,Princeton University,1.4,3
24,University of Toronto,1.4,2
27,Brigham Young University,1.3,1
27,Brown University,1.3,1
27,Colorado School of Mines,1.3,1
27,Michigan State University,1.3,1
27,NJIT,1.3,1
27,Northern Arizona University,1.3,1
27,Texas A&M University,1.3,1
27,UCCS,1.3,1
27,Univ. of California - San Diego,1.3,1
27,University at Buffalo,1.3,1
27,University of Alabama - Birmingham,1.3,1
27,University of North Carolina,1.3,1
27,University of Tennessee,1.3,1
27,University of Tulsa,1.3,1
27,University of Utah,1.3,1
27,University of Wisconsin - Madison,1.3,1
27,Washington University in St. Louis,1.3,1
